cik,ticker,name,country,currency,CY,PY,CY_afs_unrealized_loss,CY_afs_unrealized_gain,CY_afs_fair_value,CY_afs_historical_value,CY_deposits,CY_htm_fair_value,CY_htm_unrealized_gain,CY_htm_unrealized_loss,CY_htm_historical_value,CY_notes_historical_value,CY_total_assets,CY_total_liabilities,CY_net_income,CY_oci,PY_afs_unrealized_loss,PY_afs_unrealized_gain,PY_afs_fair_value,PY_afs_historical_value,PY_deposits,PY_htm_fair_value,PY_htm_unrealized_gain,PY_htm_unrealized_loss,PY_htm_historical_value,PY_notes_historical_value,PY_total_assets,PY_total_liabilities,PY_net_income,PY_oci,CY_afs_unrealized_loss_stmt_item_name,CY_afs_unrealized_gain_stmt_item_name,CY_afs_fair_value_stmt_item_name,CY_afs_historical_value_stmt_item_name,CY_deposits_stmt_item_name,CY_htm_fair_value_stmt_item_name,CY_htm_unrealized_gain_stmt_item_name,CY_htm_unrealized_loss_stmt_item_name,CY_htm_historical_value_stmt_item_name,CY_notes_historical_value_stmt_item_name,CY_total_assets_stmt_item_name,CY_total_liabilities_stmt_item_name,CY_net_income_stmt_item_name,CY_oci_stmt_item_name,PY_afs_unrealized_loss_stmt_item_name,PY_afs_unrealized_gain_stmt_item_name,PY_afs_fair_value_stmt_item_name,PY_afs_historical_value_stmt_item_name,PY_deposits_stmt_item_name,PY_htm_fair_value_stmt_item_name,PY_htm_unrealized_gain_stmt_item_name,PY_htm_unrealized_loss_stmt_item_name,PY_htm_historical_value_stmt_item_name,PY_notes_historical_value_stmt_item_name,PY_total_assets_stmt_item_name,PY_total_liabilities_stmt_item_name,PY_net_income_stmt_item_name,PY_oci_stmt_item_name
0000717806,FUSB,First US Bancshares Inc.,United States,USD,2022-12-31,2021-12-31,11096000,8000,130795000,141883000,870025000,1769000,,93000,1862000,775122000,994667000,909532000,6864000,,770000,977000,130883000,130676000,838126000,3477000,41000,,3436000,710944000,958302000,868238000,4451000,,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,,HeldToMaturitySecurities,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,
0001327607,MYFW,First Western Financial Inc.,United States,USD,2022-12-31,2021-12-31,,,,,2405229000,74718000,13000,6351000,,2469413000,2866748000,2625884000,21698000,,182000,478000,55562000,55266000,2205703000,,,,,12329000,2527489000,2308448000,20610000,,,,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,
0001275168,FSBC,Five Star Bancorp,United States,USD,2022-12-31,2021-12-31,19202000,103000,115988000,135087000,2782004000,3432000,0,324000,3756000,2793466000,3227159000,2974334000,44801000,31913000,1485000,682000,148807000,149610000,2285890000,5197000,251000,0,4946000,1936066000,2556761000,2321715000,42441000,40530000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000923139,FFIC,Flushing Financial Corporation,United States,USD,2022-12-31,2021-12-31,91529000,5000,735357000,826881000,6485342000,62550000,,12261000,73711000,6934769000,8422946000,7745789000,76945000,47141000,12220000,3031000,777236000,786425000,6385445000,62029000,3299000,,57868000,6638105000,8045911000,7366283000,81793000,91375000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001035976,FNCB,FNCB Bancorp Inc.,United States,USD,2022-12-31,2021-12-31,61917000,96000,476091000,537912000,1420647000,,,,,1123343000,1745530000,1626581000,20445000,-33935000,4437000,12202000,522566000,514801000,1455028000,,,,,981447000,1664323000,1501866000,21371000,13837000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000723646,FRAF,Franklin Financial Services Corporation,United States,USD,2022-12-31,2021-12-31,61531000,34000,486836000,548333000,1551448000,,,,,678523000,1699579000,1585382000,14938000,-35802000,4666000,8760000,529811000,525717000,1584359000,,,,,558527000,1773806000,1616741000,19616000,15879000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001530249,FSBW,FS Bancorp Inc.,United States,USD,2022-12-31,2021-12-31,42589000,48000,229252000,271793000,2127741000,7929000,,571000,8500000,2218852000,2632898000,2401201000,29649000,3765000,4125000,3433000,271359000,272051000,1915744000,8128000,628000,,7500000,1754175000,2286391000,2038884000,37412000,35131000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,,HeldToMaturitySecurities,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000700564,FULT,Fulton Financial Corporation,United States,USD,2022-12-31,2021-12-31,346047000,301000,2646767000,2992513000,20649538000,1125049000,0,196207000,1321256000,20308924000,26931702000,24351945000,286981000,-125906000,16256000,74116000,3187390000,3129530000,21573499000,965867000,11022000,25539000,980384000,18325350000,25796398000,23083718000,275497000,237817000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000714395,GABC,German American Bancorp Inc.,United States,USD,2022-12-31,2021-12-31,333852000,695000,,,5350051000,,,,,,6155991000,5597598000,81825000,-197097000,15649000,36068000,,,4744316000,,,,,,5608539000,4940080000,84137000,64246000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,,,,,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,,,,,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000854560,GSBC,Great Southern Bancorp Inc.,United States,USD,2022-12-31,2021-12-31,,,490592000,553214000,4684910000,177765000,,24730000,202377000,4581381000,5680702000,5147615000,75948000,-10166000,3285000,15119000,501032000,489198000,4552101000,,,,0,4077552000,5449944000,4833192000,74627000,54235000,,,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesGrossUnrealizedLoss,AvailableForSaleDebtSecuritiesGrossUnrealizedGain,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001070524,GCBC,Greene County Bancorp Inc.,United States,USD,2022-06-30,2021-06-30,23937000,374000,408062000,431625000,2212604000,710453000,2779000,54178000,,1251987000,2571740000,2414026000,27986000,10764000,1404000,1879000,390890000,390415000,2005108000,519042000,22600000,472000,,1108408000,2200335000,2050751000,23942000,23209000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000750577,HWC,Hancock Whitney Corporation,United States,USD,2022-12-31,2021-12-31,756488000,2315000,5556041000,6310214000,29070349000,2615398000,774000,237871000,2852495000,341098000,35183825000,31841197000,,-194158000,107647000,109815000,6986698000,6984530000,30465897000,1631482000,68124000,2393000,1565751000,371399000,36531205000,32860853000,,329211000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,,ComprehensiveIncomeNetOfTax
0001109242,HAFC,Hanmi Financial Corporation,United States,USD,2022-12-31,2021-12-31,125021000,63000,853838000,978796000,6168072000,,,,,5967133000,7378262000,6740747000,101394000,20852000,12041000,177000,910790000,922654000,5786269000,,,,,5151541000,6858587000,6215170000,98677000,87158000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001828588,HNVR,Hanover Bancorp Inc.,United States,USD,2022-09-30,2021-09-30,790000,,12285000,13075000,1528106000,4095000,,319000,,1623531000,1840058000,1667474000,23556000,22680000,1000,326000,7747000,7422000,1164662000,8865000,258000,4000,,1247125000,1484641000,1362112000,10851000,10951000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001769617,HONE,HarborOne Bancorp Inc.,United States,USD,2022-12-31,2021-12-31,68255000,,,,4189499000,19274000,,675000,,4549670000,5359545000,4742569000,9577000,144000,4753000,1118000,394036000,397671000,3682649000,,,,,29299000,4553405000,3874144000,12590000,54695000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,Deposits,HeldToMaturitySecuritiesFairValue,,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,LoansAndLeasesReceivableGrossCarryingAmount,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,,,,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000775215,HBT,HBT Financial Inc.,United States,USD,2022-12-31,2021-12-31,91038000,106000,843524000,934456000,3587024000,478801000,195000,62994000,541600000,2616606000,4286734000,3913102000,56456000,-16774000,8988000,12796000,942168000,938360000,3738185000,336027000,2796000,2954000,336185000,2495258000,4314254000,3902373000,56271000,39589000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0000920112,HTLF,Heartland Financial USA Inc.,United States,USD,2022-12-31,2021-12-31,643080000,1495000,,,17513009000,776557000,3096000,55942000,,,20244228000,18509173000,60654000,-402074000,84233000,78269000,7509586000,7515550000,16417255000,94139000,9430000,0,84709000,9954572000,19274549000,17092371000,49580000,141452000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001053352,HTBK,Heritage Commerce Corp,United States,USD,2022-12-31,2021-12-31,16117000,,489596000,505713000,4389604000,614452000,244000,100796000,715004000,3298550000,5157580000,4525124000,66555000,60695000,,2893000,102252000,99359000,4759412000,657649000,3961000,4752000,658440000,3087326000,5499409000,4901381000,47700000,47421000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,HeldToMaturitySecurities,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001046025,HFWA,Heritage Financial Corporation,United States,USD,2022-12-31,2021-12-31,128795000,205000,1331443000,1460033000,5924840000,673434000,0,92962000,,4050858000,6980100000,6182207000,81875000,-27371000,4838000,15341000,894335000,883832000,6394290000,376331000,120000,7182000,,3815662000,7432412000,6577980000,98035000,82413000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
0001046025,HIFS,Hingham Institution for Savings,United States,USD,2022-12-31,2021-12-31,128795000,205000,1331443000,1460033000,5924840000,673434000,0,92962000,,4050858000,6980100000,6182207000,81875000,-27371000,4838000,15341000,894335000,883832000,6394290000,376331000,120000,7182000,,3815662000,7432412000,6577980000,98035000,82413000,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,AvailableForSaleSecuritiesDebtSecurities,AvailableForSaleDebtSecuritiesAmortizedCostBasis,Deposits,HeldToMaturitySecuritiesFairValue,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingGain,HeldToMaturitySecuritiesAccumulatedUnrecognizedHoldingLoss,,NotesReceivableGross,Assets,Liabilities,NetIncomeLoss,ComprehensiveIncomeNetOfTax
